ensembl_gene_id	gene_biotype	external_gene_name
ENSMFAG00000030439	protein_coding	
ENSMFAG00000030441	protein_coding	
ENSMFAG00000030483	protein_coding	ACSL6
ENSMFAG00000030501	protein_coding	GPR151
ENSMFAG00000030522	protein_coding	HNRNPA0
ENSMFAG00000030536	protein_coding	GRXCR2
ENSMFAG00000030759	protein_coding	SPINK5
ENSMFAG00000030775	protein_coding	TLX3
ENSMFAG00000030823	protein_coding	CYSTM1
ENSMFAG00000030991	protein_coding	CDKL3
ENSMFAG00000030995	protein_coding	
ENSMFAG00000031033	protein_coding	IL13
ENSMFAG00000031050	protein_coding	
ENSMFAG00000031085	protein_coding	SHROOM1
ENSMFAG00000031110	protein_coding	PANK3
ENSMFAG00000031322	protein_coding	FAXDC2
ENSMFAG00000031350	protein_coding	
ENSMFAG00000031417	protein_coding	FGF1
ENSMFAG00000031491	protein_coding	
ENSMFAG00000031599	protein_coding	KCTD16
ENSMFAG00000031651	protein_coding	LARP1
ENSMFAG00000031666	protein_coding	
ENSMFAG00000031726	protein_coding	EIF4E1B
ENSMFAG00000031848	protein_coding	NDST1
ENSMFAG00000031860	protein_coding	CXCL14
ENSMFAG00000032007	protein_coding	PRELID2
ENSMFAG00000032027	protein_coding	GEMIN5
ENSMFAG00000032099	protein_coding	HRH2
ENSMFAG00000032111	protein_coding	SGCD
ENSMFAG00000032169	protein_coding	C5orf52
ENSMFAG00000032172	pseudogene	
ENSMFAG00000032588	protein_coding	PAIP2
ENSMFAG00000032664	protein_coding	KIF3A
ENSMFAG00000032677	protein_coding	LECT2
ENSMFAG00000032758	protein_coding	GM2A
ENSMFAG00000032838	protein_coding	
ENSMFAG00000032994	protein_coding	GNPDA1
ENSMFAG00000032998	pseudogene	TAF7
ENSMFAG00000033113	protein_coding	SPINK14
ENSMFAG00000033150	protein_coding	ATOX1
ENSMFAG00000033181	protein_coding	GLRA1
ENSMFAG00000033258	protein_coding	NSG2
ENSMFAG00000033294	protein_coding	
ENSMFAG00000033304	protein_coding	RELL2
ENSMFAG00000033322	pseudogene	
ENSMFAG00000033336	protein_coding	FSTL4
ENSMFAG00000033414	protein_coding	SPRY4
ENSMFAG00000033440	protein_coding	
ENSMFAG00000033621	protein_coding	SYNPO
ENSMFAG00000033647	protein_coding	SPINK1
ENSMFAG00000033704	protein_coding	PCDHGA4
ENSMFAG00000033709	protein_coding	GABRB2
ENSMFAG00000033873	protein_coding	SLC4A9
ENSMFAG00000033875	protein_coding	SLC22A5
ENSMFAG00000033878	protein_coding	DNAJC18
ENSMFAG00000033893	protein_coding	SNCB
ENSMFAG00000033923	protein_coding	STK10
ENSMFAG00000033939	protein_coding	SPINK7
ENSMFAG00000033954	protein_coding	FCHSD1
ENSMFAG00000033979	protein_coding	ARL10
ENSMFAG00000034084	protein_coding	LSM11
ENSMFAG00000034109	protein_coding	NDUFA2
ENSMFAG00000034148	protein_coding	LEAP2
ENSMFAG00000034190	protein_coding	ADAM19
ENSMFAG00000034228	protein_coding	
ENSMFAG00000034229	pseudogene	
ENSMFAG00000034339	protein_coding	TMCO6
ENSMFAG00000034347	protein_coding	RANBP17
ENSMFAG00000034384	protein_coding	FAM71B
ENSMFAG00000034416	protein_coding	SPINK6
ENSMFAG00000034429	protein_coding	CSF1R
ENSMFAG00000034476	protein_coding	THOC3
ENSMFAG00000034488	protein_coding	KLHL3
ENSMFAG00000034539	protein_coding	EBF1
ENSMFAG00000034545	protein_coding	PKD2L2
ENSMFAG00000034569	protein_coding	NKX2-5
ENSMFAG00000034587	protein_coding	ARSI
ENSMFAG00000034597	protein_coding	
ENSMFAG00000034615	protein_coding	AFF4
ENSMFAG00000034624	protein_coding	IRGM
ENSMFAG00000034686	protein_coding	HIGD2A
ENSMFAG00000034769	miRNA	
ENSMFAG00000034802	misc_RNA	RF00019
ENSMFAG00000034996	snRNA	RF00026
ENSMFAG00000035542	protein_coding	CDC25C
ENSMFAG00000035596	protein_coding	NUDCD2
ENSMFAG00000035604	protein_coding	SIL1
ENSMFAG00000035669	protein_coding	PSD2
ENSMFAG00000035690	protein_coding	HMMR
ENSMFAG00000035695	protein_coding	PCDH1
ENSMFAG00000035709	protein_coding	MYOZ3
ENSMFAG00000035711	protein_coding	CCNG1
ENSMFAG00000035793	protein_coding	
ENSMFAG00000035818	protein_coding	
ENSMFAG00000035823	protein_coding	
ENSMFAG00000035971	protein_coding	GALNT10
ENSMFAG00000036015	misc_RNA	RF00006
ENSMFAG00000036061	protein_coding	IL12B
ENSMFAG00000036143	protein_coding	HAVCR2
ENSMFAG00000036175	protein_coding	CYFIP2
ENSMFAG00000036180	protein_coding	PTTG1
ENSMFAG00000036422	protein_coding	FBLL1
ENSMFAG00000036438	protein_coding	CDKN2AIPNL
ENSMFAG00000036449	protein_coding	KCNIP1
ENSMFAG00000036454	pseudogene	
ENSMFAG00000036472	snRNA	RF00026
ENSMFAG00000036513	protein_coding	GABRG2
ENSMFAG00000036600	protein_coding	CREBRF
ENSMFAG00000036830	pseudogene	
ENSMFAG00000036851	protein_coding	
ENSMFAG00000036923	protein_coding	PCDH12
ENSMFAG00000036938	protein_coding	
ENSMFAG00000036944	protein_coding	SEC24A
ENSMFAG00000036960	protein_coding	NRG2
ENSMFAG00000036965	protein_coding	G3BP1
ENSMFAG00000037015	protein_coding	ANXA6
ENSMFAG00000037018	protein_coding	BNIP1
ENSMFAG00000037111	protein_coding	DCTN4
ENSMFAG00000037226	misc_RNA	RF00006
ENSMFAG00000037329	protein_coding	ZMAT2
ENSMFAG00000037372	protein_coding	MSX2
ENSMFAG00000037460	miRNA	
ENSMFAG00000037486	protein_coding	CATSPER3
ENSMFAG00000037590	protein_coding	
ENSMFAG00000037760	protein_coding	IL9
ENSMFAG00000037788	protein_coding	ERGIC1
ENSMFAG00000037816	protein_coding	
ENSMFAG00000037831	protein_coding	
ENSMFAG00000037899	protein_coding	CPLX2
ENSMFAG00000037984	protein_coding	SLC22A4
ENSMFAG00000038119	protein_coding	NME5
ENSMFAG00000038206	misc_RNA	RF00006
ENSMFAG00000038234	misc_RNA	RF02038
ENSMFAG00000038560	protein_coding	FGF18
ENSMFAG00000038613	protein_coding	SPARC
ENSMFAG00000038680	protein_coding	MARCOL
ENSMFAG00000038685	protein_coding	LARS
ENSMFAG00000038886	protein_coding	GABRA6
ENSMFAG00000039004	protein_coding	NR3C1
ENSMFAG00000039041	protein_coding	CLINT1
ENSMFAG00000039057	protein_coding	SMIM23
ENSMFAG00000039211	protein_coding	BRD8
ENSMFAG00000039234	protein_coding	PDE6A
ENSMFAG00000039256	protein_coding	SKP1
ENSMFAG00000039262	protein_coding	RNF14
ENSMFAG00000039380	protein_coding	
ENSMFAG00000039382	protein_coding	CCNI2
ENSMFAG00000039431	protein_coding	NDFIP1
ENSMFAG00000039447	protein_coding	SMAD5
ENSMFAG00000039509	protein_coding	TGFBI
ENSMFAG00000039531	protein_coding	
ENSMFAG00000039601	protein_coding	WWC1
ENSMFAG00000039611	protein_coding	LRRTM2
ENSMFAG00000039681	protein_coding	FAT2
ENSMFAG00000039764	protein_coding	KIF20A
ENSMFAG00000039773	protein_coding	PCYOX1L
ENSMFAG00000039778	protein_coding	HAVCR1
ENSMFAG00000039840	protein_coding	SLC6A7
ENSMFAG00000039900	protein_coding	ETF1
ENSMFAG00000039910	protein_coding	SPOCK1
ENSMFAG00000039918	protein_coding	FBXW11
ENSMFAG00000040008	protein_coding	DELE1
ENSMFAG00000040077	protein_coding	P4HA2
ENSMFAG00000040107	protein_coding	PCDHA8
ENSMFAG00000040270	protein_coding	TTC1
ENSMFAG00000040346	protein_coding	IL5
ENSMFAG00000040362	protein_coding	
ENSMFAG00000040390	protein_coding	LYRM7
ENSMFAG00000040547	protein_coding	
ENSMFAG00000040627	protein_coding	LCP2
ENSMFAG00000040761	protein_coding	ARHGEF37
ENSMFAG00000040820	protein_coding	SFXN1
ENSMFAG00000040948	protein_coding	FNIP1
ENSMFAG00000040954	protein_coding	SH3PXD2B
ENSMFAG00000040961	protein_coding	IK
ENSMFAG00000041040	protein_coding	IRF1
ENSMFAG00000041048	protein_coding	AFAP1L1
ENSMFAG00000041051	protein_coding	ZNF300
ENSMFAG00000041056	protein_coding	VDAC1
ENSMFAG00000041097	protein_coding	PURA
ENSMFAG00000041124	protein_coding	CTNNA1
ENSMFAG00000041163	protein_coding	C6H5orf15
ENSMFAG00000041173	protein_coding	PLAC8L1
ENSMFAG00000041267	protein_coding	
ENSMFAG00000041351	protein_coding	
ENSMFAG00000041366	protein_coding	
ENSMFAG00000041567	protein_coding	ANKHD1-EIF4EBP3
ENSMFAG00000041630	protein_coding	UBE2B
ENSMFAG00000041768	protein_coding	JAKMIP2
ENSMFAG00000041815	protein_coding	
ENSMFAG00000041830	protein_coding	TCOF1
ENSMFAG00000041917	protein_coding	
ENSMFAG00000041928	protein_coding	THG1L
ENSMFAG00000041979	protein_coding	HMGXB3
ENSMFAG00000042243	protein_coding	CXXC5
ENSMFAG00000042269	protein_coding	PPARGC1B
ENSMFAG00000042337	protein_coding	
ENSMFAG00000042350	protein_coding	SH3RF2
ENSMFAG00000042397	protein_coding	MZB1
ENSMFAG00000042483	protein_coding	RPL26L1
ENSMFAG00000042488	protein_coding	DIAPH1
ENSMFAG00000042585	protein_coding	REEP2
ENSMFAG00000042589	protein_coding	
ENSMFAG00000042809	protein_coding	STC2
ENSMFAG00000042836	protein_coding	CD74
ENSMFAG00000042865	protein_coding	
ENSMFAG00000042919	protein_coding	KDM3B
ENSMFAG00000042946	protein_coding	SLC26A2
ENSMFAG00000042965	protein_coding	NOP16
ENSMFAG00000043130	protein_coding	SCGB3A2
ENSMFAG00000043157	protein_coding	EFCAB9
ENSMFAG00000043189	protein_coding	C5orf58
ENSMFAG00000043212	protein_coding	HTR4
ENSMFAG00000043345	protein_coding	NMUR2
ENSMFAG00000043353	protein_coding	GRIA1
ENSMFAG00000043426	protein_coding	INSYN2B
ENSMFAG00000043578	protein_coding	SIMC1
ENSMFAG00000043579	protein_coding	
ENSMFAG00000043590	protein_coding	FAM114A2
ENSMFAG00000043741	protein_coding	C5orf24
ENSMFAG00000043747	protein_coding	HBEGF
ENSMFAG00000043753	protein_coding	PCDHAC2
ENSMFAG00000043839	protein_coding	
ENSMFAG00000043925	protein_coding	GFRA3
ENSMFAG00000044045	protein_coding	DUSP1
ENSMFAG00000044154	protein_coding	PCBD2
ENSMFAG00000044287	protein_coding	
ENSMFAG00000044327	protein_coding	TIMD4
ENSMFAG00000044334	protein_coding	ABLIM3
ENSMFAG00000044428	protein_coding	PFDN1
ENSMFAG00000044475	protein_coding	
ENSMFAG00000044528	protein_coding	DDX46
ENSMFAG00000044538	protein_coding	
ENSMFAG00000044618	protein_coding	
ENSMFAG00000044762	protein_coding	CDHR2
ENSMFAG00000044805	protein_coding	SPINK9
ENSMFAG00000044853	protein_coding	TCERG1
ENSMFAG00000044999	protein_coding	
ENSMFAG00000045000	protein_coding	TCF7
ENSMFAG00000045077	protein_coding	ADRA1B
ENSMFAG00000045127	protein_coding	
ENSMFAG00000045132	protein_coding	HSPA9
ENSMFAG00000045205	protein_coding	DPYSL3
ENSMFAG00000045242	protein_coding	WNT8A
ENSMFAG00000045373	protein_coding	ATP10B
ENSMFAG00000045429	protein_coding	ATP6V0E1
ENSMFAG00000045474	protein_coding	
ENSMFAG00000045555	protein_coding	NEURL1B
ENSMFAG00000045791	protein_coding	GABRA1
ENSMFAG00000045804	protein_coding	KIAA1191
ENSMFAG00000045852	protein_coding	FBXO38
ENSMFAG00000045929	protein_coding	UBLCP1
ENSMFAG00000046102	protein_coding	PITX1
ENSMFAG00000046133	protein_coding	MEIKIN
ENSMFAG00000046152	protein_coding	SLC36A2
ENSMFAG00000046164	protein_coding	IL3
ENSMFAG00000046186	protein_coding	
ENSMFAG00000046198	protein_coding	SMIM33
ENSMFAG00000046211	protein_coding	
ENSMFAG00000046297	protein_coding	FAF2
ENSMFAG00000046384	protein_coding	DCANP1
ENSMFAG00000046528	lincRNA	
ENSMFAG00000046532	lincRNA	
ENSMFAG00000046583	lincRNA	
ENSMFAG00000046634	lincRNA	
ENSMFAG00000046744	lincRNA	
ENSMFAG00000046764	lincRNA	
ENSMFAG00000046777	lincRNA	
ENSMFAG00000046971	lincRNA	
ENSMFAG00000047100	lincRNA	
ENSMFAG00000000062	protein_coding	TBC1D9B
ENSMFAG00000000149	protein_coding	HK3
ENSMFAG00000000201	protein_coding	NIPA2
ENSMFAG00000000216	protein_coding	ZSCAN29
ENSMFAG00000000272	protein_coding	
ENSMFAG00000000386	protein_coding	GCHFR
ENSMFAG00000000451	protein_coding	GALK2
ENSMFAG00000000656	protein_coding	PPIP5K1
ENSMFAG00000000694	protein_coding	
ENSMFAG00000000781	protein_coding	GABRA5
ENSMFAG00000000782	protein_coding	C15orf41
ENSMFAG00000000843	protein_coding	FRMD5
ENSMFAG00000000845	protein_coding	HDC
ENSMFAG00000000850	protein_coding	RHOV
ENSMFAG00000000902	protein_coding	BTNL8
ENSMFAG00000000949	pseudogene	
ENSMFAG00000001008	protein_coding	SPG11
ENSMFAG00000001037	protein_coding	
ENSMFAG00000001238	pseudogene	
ENSMFAG00000001262	protein_coding	VPS18
ENSMFAG00000001285	protein_coding	LYSMD2
ENSMFAG00000001387	protein_coding	CHRNA7
ENSMFAG00000001520	protein_coding	TTBK2
ENSMFAG00000001582	protein_coding	
ENSMFAG00000001681	protein_coding	FAM189A1
ENSMFAG00000001691	protein_coding	NIPA1
ENSMFAG00000001708	protein_coding	MAP1A
ENSMFAG00000001802	protein_coding	SECISBP2L
ENSMFAG00000001960	protein_coding	
ENSMFAG00000001968	protein_coding	TMOD3
ENSMFAG00000001972	protein_coding	PDIA3
ENSMFAG00000002064	protein_coding	
ENSMFAG00000002287	protein_coding	
ENSMFAG00000002395	protein_coding	
ENSMFAG00000002639	protein_coding	GRM6
ENSMFAG00000002799	protein_coding	ADAMTS2
ENSMFAG00000002826	protein_coding	DPH6
ENSMFAG00000002945	protein_coding	TP53BP1
ENSMFAG00000003046	protein_coding	GATM
ENSMFAG00000003096	protein_coding	UNC13C
ENSMFAG00000003309	protein_coding	COPS2
ENSMFAG00000003317	protein_coding	RAB27A
ENSMFAG00000003414	protein_coding	SPATA5L1
ENSMFAG00000003445	protein_coding	TRPM1
ENSMFAG00000003513	protein_coding	GNB5
ENSMFAG00000003565	protein_coding	PATL2
ENSMFAG00000003577	protein_coding	ZNF346
ENSMFAG00000003703	protein_coding	
ENSMFAG00000003783	protein_coding	TMEM87A
ENSMFAG00000003863	protein_coding	TYRO3
ENSMFAG00000003985	protein_coding	
ENSMFAG00000003996	protein_coding	PLA2G4D
ENSMFAG00000004010	protein_coding	PHYKPL
ENSMFAG00000004031	protein_coding	
ENSMFAG00000004070	protein_coding	GABPB1
ENSMFAG00000004483	misc_RNA	RF00019
ENSMFAG00000004537	snRNA	RF00026
ENSMFAG00000004546	protein_coding	PRR7
ENSMFAG00000004607	protein_coding	
ENSMFAG00000004695	snRNA	RF00026
ENSMFAG00000004929	miRNA	
ENSMFAG00000004954	snRNA	RF00026
ENSMFAG00000005066	rRNA	RF00001
ENSMFAG00000005880	protein_coding	ONECUT1
ENSMFAG00000006028	snRNA	RF00026
ENSMFAG00000006053	snRNA	RF00026
ENSMFAG00000006113	snoRNA	RF00105
ENSMFAG00000006294	snoRNA	RF00105
ENSMFAG00000006332	snoRNA	RF00105
ENSMFAG00000006340	snoRNA	RF00591
ENSMFAG00000006378	snoRNA	RF00105
ENSMFAG00000006398	snoRNA	RF01182
ENSMFAG00000006428	snoRNA	RF00105
ENSMFAG00000006460	snoRNA	RF00105
ENSMFAG00000006496	snoRNA	RF00105
ENSMFAG00000006527	snoRNA	RF00105
ENSMFAG00000006570	snoRNA	RF00105
ENSMFAG00000006616	snoRNA	RF00105
ENSMFAG00000006654	snoRNA	RF00105
ENSMFAG00000006663	misc_RNA	RF00019
ENSMFAG00000006678	misc_RNA	RF00019
ENSMFAG00000006694	snoRNA	RF00105
ENSMFAG00000006755	snoRNA	RF00105
ENSMFAG00000006819	snoRNA	RF00105
ENSMFAG00000006848	snoRNA	RF01278
ENSMFAG00000006856	snoRNA	RF00105
ENSMFAG00000006900	snoRNA	RF00105
ENSMFAG00000006948	snoRNA	RF00105
ENSMFAG00000006992	snoRNA	RF00105
ENSMFAG00000007030	snoRNA	RF00105
ENSMFAG00000007072	snoRNA	RF00105
ENSMFAG00000007118	snoRNA	RF00105
ENSMFAG00000007140	miRNA	
ENSMFAG00000007181	snoRNA	RF00105
ENSMFAG00000007551	misc_RNA	RF00019
ENSMFAG00000007859	misc_RNA	RF00017
ENSMFAG00000007929	misc_RNA	RF00019
ENSMFAG00000008019	misc_RNA	RF00017
ENSMFAG00000008163	protein_coding	CAPN3
ENSMFAG00000008203	protein_coding	BTNL9
ENSMFAG00000008491	snRNA	RF00026
ENSMFAG00000008699	snoRNA	RF00425
ENSMFAG00000008720	snRNA	RF00026
ENSMFAG00000008732	misc_RNA	RF00100
ENSMFAG00000008740	snRNA	RF00026
ENSMFAG00000008756	snoRNA	RF00425
ENSMFAG00000008823	snRNA	RF00026
ENSMFAG00000009250	snoRNA	RF00108
ENSMFAG00000009286	snoRNA	RF00108
ENSMFAG00000009426	snRNA	RF00015
ENSMFAG00000009488	misc_RNA	RF00017
ENSMFAG00000009798	snoRNA	RF00105
ENSMFAG00000009837	rRNA	RF00001
ENSMFAG00000009844	snoRNA	RF00105
ENSMFAG00000009886	snoRNA	RF00105
ENSMFAG00000009928	snoRNA	RF00105
ENSMFAG00000009969	snoRNA	RF00105
ENSMFAG00000009976	misc_RNA	RF00100
ENSMFAG00000010015	snoRNA	RF00105
ENSMFAG00000010046	snoRNA	RF00105
ENSMFAG00000010082	snoRNA	RF00105
ENSMFAG00000010116	snoRNA	RF00105
ENSMFAG00000010158	snoRNA	RF00105
ENSMFAG00000010663	misc_RNA	RF00019
ENSMFAG00000010674	misc_RNA	RF00019
ENSMFAG00000010690	miRNA	MIR1282
ENSMFAG00000010716	misc_RNA	RF00019
ENSMFAG00000011071	miRNA	
ENSMFAG00000011158	snoRNA	RF01164
ENSMFAG00000011170	misc_RNA	RF00019
ENSMFAG00000011301	snoRNA	RF00108
ENSMFAG00000011318	miRNA	
ENSMFAG00000011368	snoRNA	RF00108
ENSMFAG00000011423	snoRNA	RF00108
ENSMFAG00000011425	snoRNA	RF00012
ENSMFAG00000011537	snoRNA	RF00108
ENSMFAG00000011592	snoRNA	RF00108
ENSMFAG00000011599	snRNA	RF00026
ENSMFAG00000011617	snoRNA	RF00108
ENSMFAG00000011647	snoRNA	RF00108
ENSMFAG00000011658	misc_RNA	RF00017
ENSMFAG00000011688	snoRNA	RF00108
ENSMFAG00000011723	snoRNA	RF00108
ENSMFAG00000011754	snoRNA	RF00108
ENSMFAG00000011780	snoRNA	RF00108
ENSMFAG00000011801	snoRNA	RF00108
ENSMFAG00000011843	snoRNA	RF00108
ENSMFAG00000011868	snoRNA	RF00108
ENSMFAG00000011895	snoRNA	RF00108
ENSMFAG00000012052	rRNA	RF00001
ENSMFAG00000012509	protein_coding	CHRM5
ENSMFAG00000012536	protein_coding	
ENSMFAG00000012556	protein_coding	PGBD4
ENSMFAG00000012572	snRNA	RF00003
ENSMFAG00000012727	miRNA	MIR340
ENSMFAG00000012728	misc_RNA	RF00019
ENSMFAG00000012981	misc_RNA	RF00017
ENSMFAG00000013041	snRNA	RF00026
ENSMFAG00000013180	misc_RNA	RF00019
ENSMFAG00000013316	misc_RNA	RF00019
ENSMFAG00000013522	snoRNA	RF00403
ENSMFAG00000013557	misc_RNA	RF00017
ENSMFAG00000013587	misc_RNA	RF00019
ENSMFAG00000013771	misc_RNA	RF00017
ENSMFAG00000013905	snRNA	RF00003
ENSMFAG00000013936	misc_RNA	RF00019
ENSMFAG00000013998	misc_RNA	RF00017
ENSMFAG00000014121	misc_RNA	RF00017
ENSMFAG00000014265	protein_coding	
ENSMFAG00000014299	snRNA	RF00003
ENSMFAG00000014503	snRNA	RF00026
ENSMFAG00000014508	protein_coding	ZFP2
ENSMFAG00000014607	snRNA	RF00026
ENSMFAG00000014661	protein_coding	
ENSMFAG00000014721	protein_coding	
ENSMFAG00000014792	protein_coding	SLC12A6
ENSMFAG00000014809	misc_RNA	RF00019
ENSMFAG00000014887	protein_coding	
ENSMFAG00000014915	snRNA	RF00026
ENSMFAG00000014982	misc_RNA	RF00017
ENSMFAG00000015308	misc_RNA	RF00017
ENSMFAG00000015404	snoRNA	RF01158
ENSMFAG00000015514	rRNA	RF00001
ENSMFAG00000015699	snoRNA	RF00189
ENSMFAG00000015759	misc_RNA	RF00017
ENSMFAG00000016144	protein_coding	FAM98B
ENSMFAG00000016301	protein_coding	PFN3
ENSMFAG00000016747	snRNA	RF00026
ENSMFAG00000017740	miRNA	MIR147B
ENSMFAG00000018031	protein_coding	
ENSMFAG00000018136	snRNA	RF00026
ENSMFAG00000018167	protein_coding	GMCL2
ENSMFAG00000018717	protein_coding	C15orf62
ENSMFAG00000018784	misc_RNA	RF00017
ENSMFAG00000019210	protein_coding	SLC28A2
ENSMFAG00000019422	misc_RNA	RF00100
ENSMFAG00000019535	protein_coding	
ENSMFAG00000019863	protein_coding	RNF130
ENSMFAG00000020157	snRNA	RF00026
ENSMFAG00000020777	protein_coding	
ENSMFAG00000021213	misc_RNA	RF00017
ENSMFAG00000021219	snoRNA	RF00570
ENSMFAG00000021370	misc_RNA	RF00019
ENSMFAG00000022177	protein_coding	SORD
ENSMFAG00000022840	miRNA	
ENSMFAG00000023042	misc_RNA	RF00019
ENSMFAG00000023088	protein_coding	RASGEF1C
ENSMFAG00000023096	miRNA	
ENSMFAG00000023116	miRNA	
ENSMFAG00000024047	misc_RNA	RF00019
ENSMFAG00000024092	snRNA	RF00026
ENSMFAG00000024347	snRNA	RF00066
ENSMFAG00000024667	rRNA	RF00001
ENSMFAG00000024718	protein_coding	MEIS2
ENSMFAG00000025406	protein_coding	
ENSMFAG00000026391	protein_coding	ADAL
ENSMFAG00000027932	protein_coding	
ENSMFAG00000028058	protein_coding	
ENSMFAG00000028267	protein_coding	HNRNPH1
ENSMFAG00000029114	snoRNA	RF00055
ENSMFAG00000029205	protein_coding	MGAT4B
ENSMFAG00000029417	protein_coding	
ENSMFAG00000029442	protein_coding	
ENSMFAG00000029623	protein_coding	ZNF354B
ENSMFAG00000029863	protein_coding	DUOX2
ENSMFAG00000030007	protein_coding	ZNF770
ENSMFAG00000030109	protein_coding	NDN
ENSMFAG00000030113	protein_coding	
ENSMFAG00000030133	protein_coding	OR2Y1
ENSMFAG00000030145	protein_coding	CASC4
ENSMFAG00000030248	protein_coding	RASGRP1
ENSMFAG00000030453	protein_coding	AQR
ENSMFAG00000030478	protein_coding	
ENSMFAG00000030481	protein_coding	OCA2
ENSMFAG00000030867	protein_coding	CNOT6
ENSMFAG00000030874	protein_coding	
ENSMFAG00000030902	protein_coding	
ENSMFAG00000031049	protein_coding	EIF3J
ENSMFAG00000031150	protein_coding	BAHD1
ENSMFAG00000031199	protein_coding	CCNDBP1
ENSMFAG00000031499	protein_coding	ZNF106
ENSMFAG00000031510	protein_coding	FSIP1
ENSMFAG00000031511	protein_coding	
ENSMFAG00000031573	protein_coding	SLC34A1
ENSMFAG00000031712	protein_coding	DISP2
ENSMFAG00000031713	protein_coding	SLC12A1
ENSMFAG00000031744	protein_coding	
ENSMFAG00000031753	protein_coding	TRPM7
ENSMFAG00000031761	protein_coding	DDX41
ENSMFAG00000031824	protein_coding	SCG3
ENSMFAG00000031884	protein_coding	TUBGCP5
ENSMFAG00000031909	protein_coding	SPRED1
ENSMFAG00000031934	protein_coding	CANX
ENSMFAG00000032047	protein_coding	BUB1B
ENSMFAG00000032131	protein_coding	ARHGAP11A
ENSMFAG00000032135	protein_coding	LEO1
ENSMFAG00000032137	protein_coding	RMDN3
ENSMFAG00000032241	protein_coding	DNAJC17
ENSMFAG00000032376	protein_coding	NHP2
ENSMFAG00000032377	protein_coding	CCDC32
ENSMFAG00000032383	protein_coding	LPCAT4
ENSMFAG00000032414	protein_coding	SCG5
ENSMFAG00000032519	protein_coding	CHP1
ENSMFAG00000032593	protein_coding	DUOXA2
ENSMFAG00000032594	protein_coding	F12
ENSMFAG00000032625	protein_coding	NSD1
ENSMFAG00000032666	protein_coding	FAN1
ENSMFAG00000032678	protein_coding	FGFR4
ENSMFAG00000032717	protein_coding	
ENSMFAG00000032766	protein_coding	
ENSMFAG00000032974	protein_coding	
ENSMFAG00000032992	protein_coding	SQSTM1
ENSMFAG00000033011	protein_coding	THBS1
ENSMFAG00000033075	protein_coding	
ENSMFAG00000033170	protein_coding	MXD3
ENSMFAG00000033232	protein_coding	DUOXA1
ENSMFAG00000033347	protein_coding	
ENSMFAG00000033355	protein_coding	USP8
ENSMFAG00000033376	protein_coding	RUFY1
ENSMFAG00000033381	protein_coding	PPP2R3B
ENSMFAG00000033421	protein_coding	GABRB3
ENSMFAG00000033428	protein_coding	SLC24A5
ENSMFAG00000033529	protein_coding	
ENSMFAG00000033634	protein_coding	ZFP62
ENSMFAG00000033642	protein_coding	TUBGCP4
ENSMFAG00000033683	protein_coding	MYO5C
ENSMFAG00000033698	protein_coding	FLT4
ENSMFAG00000033717	protein_coding	
ENSMFAG00000033738	protein_coding	N4BP3
ENSMFAG00000033774	miRNA	
ENSMFAG00000033869	pseudogene	
ENSMFAG00000033890	protein_coding	SERF2
ENSMFAG00000033970	protein_coding	TRIM69
ENSMFAG00000034141	protein_coding	BLOC1S6
ENSMFAG00000034158	protein_coding	SERINC4
ENSMFAG00000034164	pseudogene	
ENSMFAG00000034244	protein_coding	B2M
ENSMFAG00000034326	protein_coding	SLC30A4
ENSMFAG00000034410	protein_coding	SRP14
ENSMFAG00000034588	protein_coding	
ENSMFAG00000034636	protein_coding	
ENSMFAG00000034670	protein_coding	EXD1
ENSMFAG00000034672	protein_coding	
ENSMFAG00000034721	protein_coding	ATP8B4
ENSMFAG00000034792	snRNA	RF00026
ENSMFAG00000034863	miRNA	
ENSMFAG00000034879	miRNA	
ENSMFAG00000034909	protein_coding	CTXN2
ENSMFAG00000034912	miRNA	
ENSMFAG00000034974	protein_coding	
ENSMFAG00000034999	protein_coding	
ENSMFAG00000035035	misc_RNA	RF00019
ENSMFAG00000035088	misc_RNA	RF00019
ENSMFAG00000035188	protein_coding	HNRNPAB
ENSMFAG00000035229	protein_coding	NOP10
ENSMFAG00000035254	protein_coding	FAM227B
ENSMFAG00000035280	snRNA	RF00026
ENSMFAG00000035450	protein_coding	ARPP19
ENSMFAG00000035461	protein_coding	TRIM7
ENSMFAG00000035646	protein_coding	EIF2AK4
ENSMFAG00000035648	protein_coding	
ENSMFAG00000035750	protein_coding	
ENSMFAG00000035773	protein_coding	DMXL2
ENSMFAG00000035963	protein_coding	
ENSMFAG00000036116	protein_coding	JMJD7
ENSMFAG00000036125	protein_coding	
ENSMFAG00000036155	protein_coding	GJD2
ENSMFAG00000036317	pseudogene	
ENSMFAG00000036512	protein_coding	
ENSMFAG00000036797	protein_coding	DLL4
ENSMFAG00000036819	protein_coding	RYR3
ENSMFAG00000036844	protein_coding	FMN1
ENSMFAG00000036940	protein_coding	DBN1
ENSMFAG00000036983	protein_coding	SPPL2A
ENSMFAG00000037125	protein_coding	TJP1
ENSMFAG00000037145	protein_coding	PLCB2
ENSMFAG00000037265	protein_coding	UBE3A
ENSMFAG00000037325	protein_coding	DUT
ENSMFAG00000037364	protein_coding	VPS39
ENSMFAG00000037374	protein_coding	GRK6
ENSMFAG00000037559	protein_coding	
ENSMFAG00000037629	protein_coding	OTUD7A
ENSMFAG00000037653	protein_coding	MGA
