ensembl_gene_id	gene_biotype	external_gene_name
ENSMFAG00000034345	protein_coding	
ENSMFAG00000034355	protein_coding	LRRC25
ENSMFAG00000034366	protein_coding	JAK3
ENSMFAG00000034409	protein_coding	SGTA
ENSMFAG00000034445	protein_coding	
ENSMFAG00000034475	protein_coding	JSRP1
ENSMFAG00000034490	protein_coding	
ENSMFAG00000034497	protein_coding	ZNF700
ENSMFAG00000034498	protein_coding	C19orf70
ENSMFAG00000034585	protein_coding	IFI30
ENSMFAG00000034618	protein_coding	
ENSMFAG00000034622	protein_coding	PLPPR2
ENSMFAG00000034642	protein_coding	F2RL3
ENSMFAG00000034655	protein_coding	SLC27A1
ENSMFAG00000034674	protein_coding	ZNF563
ENSMFAG00000034830	miRNA	MIR27A
ENSMFAG00000035327	protein_coding	
ENSMFAG00000035371	protein_coding	FBN3
ENSMFAG00000035386	protein_coding	ZNF358
ENSMFAG00000035393	protein_coding	ASNA1
ENSMFAG00000035483	protein_coding	ZNF333
ENSMFAG00000035551	protein_coding	
ENSMFAG00000035614	protein_coding	
ENSMFAG00000035635	protein_coding	TMEM205
ENSMFAG00000035674	protein_coding	RAB8A
ENSMFAG00000035681	protein_coding	MCEMP1
ENSMFAG00000035686	protein_coding	
ENSMFAG00000035693	protein_coding	AP1M1
ENSMFAG00000035712	protein_coding	TMEM38A
ENSMFAG00000035757	protein_coding	FBXW9
ENSMFAG00000035784	protein_coding	ANO8
ENSMFAG00000035792	protein_coding	CHAF1A
ENSMFAG00000035810	protein_coding	PRR36
ENSMFAG00000035820	protein_coding	C19orf44
ENSMFAG00000035994	protein_coding	
ENSMFAG00000036004	protein_coding	
ENSMFAG00000036165	protein_coding	ZNF558
ENSMFAG00000036181	protein_coding	ZNF791
ENSMFAG00000036308	protein_coding	
ENSMFAG00000036589	protein_coding	RFX2
ENSMFAG00000036604	protein_coding	ATG4D
ENSMFAG00000036659	protein_coding	CLEC4G
ENSMFAG00000036660	protein_coding	ECSIT
ENSMFAG00000036699	protein_coding	C19H19orf71
ENSMFAG00000036705	protein_coding	TICAM1
ENSMFAG00000036742	protein_coding	THOP1
ENSMFAG00000036816	protein_coding	
ENSMFAG00000036858	protein_coding	ZNF317
ENSMFAG00000036898	protein_coding	CARM1
ENSMFAG00000036981	protein_coding	C19orf57
ENSMFAG00000037133	protein_coding	SYDE1
ENSMFAG00000037168	protein_coding	ZNF625
ENSMFAG00000037263	protein_coding	
ENSMFAG00000037336	protein_coding	
ENSMFAG00000037493	protein_coding	TECR
ENSMFAG00000037498	protein_coding	
ENSMFAG00000037515	protein_coding	TIMM44
ENSMFAG00000037531	protein_coding	TNPO2
ENSMFAG00000037601	protein_coding	CDC37
ENSMFAG00000037612	protein_coding	SMIM24
ENSMFAG00000037617	protein_coding	HNRNPM
ENSMFAG00000037623	protein_coding	USHBP1
ENSMFAG00000037761	protein_coding	
ENSMFAG00000037780	protein_coding	UHRF1
ENSMFAG00000037798	protein_coding	
ENSMFAG00000037977	protein_coding	RAVER1
ENSMFAG00000038004	protein_coding	
ENSMFAG00000038013	protein_coding	IL27RA
ENSMFAG00000038057	protein_coding	
ENSMFAG00000038076	protein_coding	EPOR
ENSMFAG00000038126	protein_coding	ADGRE2
ENSMFAG00000038156	protein_coding	LRRC8E
ENSMFAG00000038274	protein_coding	INSL3
ENSMFAG00000038313	protein_coding	RTBDN
ENSMFAG00000038356	protein_coding	TMPRSS9
ENSMFAG00000038415	protein_coding	NRTN
ENSMFAG00000038468	protein_coding	SLC25A41
ENSMFAG00000038494	protein_coding	ANGPTL6
ENSMFAG00000038561	protein_coding	ZNF844
ENSMFAG00000038616	protein_coding	CCDC130
ENSMFAG00000038641	protein_coding	ANKRD24
ENSMFAG00000038700	protein_coding	
ENSMFAG00000038721	protein_coding	
ENSMFAG00000038754	protein_coding	PLIN3
ENSMFAG00000038770	protein_coding	EBI3
ENSMFAG00000038849	protein_coding	NFIX
ENSMFAG00000038966	rRNA	RF00001
ENSMFAG00000038995	protein_coding	FUT3
ENSMFAG00000038996	protein_coding	
ENSMFAG00000039024	protein_coding	ICAM3
ENSMFAG00000039037	protein_coding	CCDC151
ENSMFAG00000039156	protein_coding	CCDC105
ENSMFAG00000039163	protein_coding	ZNF556
ENSMFAG00000039188	protein_coding	CYP4F11
ENSMFAG00000039192	protein_coding	
ENSMFAG00000039264	protein_coding	
ENSMFAG00000039276	protein_coding	DOT1L
ENSMFAG00000039292	protein_coding	USE1
ENSMFAG00000039324	protein_coding	DDA1
ENSMFAG00000039361	protein_coding	WIZ
ENSMFAG00000039370	protein_coding	CCDC194
ENSMFAG00000039399	protein_coding	PET100
ENSMFAG00000039402	protein_coding	HSH2D
ENSMFAG00000039483	protein_coding	MAP1S
ENSMFAG00000039501	protein_coding	MLLT1
ENSMFAG00000039503	protein_coding	SLC25A23
ENSMFAG00000039543	protein_coding	CPAMD8
ENSMFAG00000039557	protein_coding	ILF3
ENSMFAG00000039564	protein_coding	ADGRE1
ENSMFAG00000039571	protein_coding	PCP2
ENSMFAG00000039576	protein_coding	YIPF2
ENSMFAG00000039607	protein_coding	PTPRS
ENSMFAG00000039618	protein_coding	SLC39A3
ENSMFAG00000039649	protein_coding	MFSD12
ENSMFAG00000039667	protein_coding	
ENSMFAG00000039684	protein_coding	ZNF433
ENSMFAG00000039706	protein_coding	SAFB2
ENSMFAG00000039721	protein_coding	ZNF557
ENSMFAG00000039732	protein_coding	TRIP10
ENSMFAG00000039740	protein_coding	STX10
ENSMFAG00000039752	protein_coding	VAV1
ENSMFAG00000039816	protein_coding	PIN1
ENSMFAG00000039923	protein_coding	SPPL2B
ENSMFAG00000039935	protein_coding	PALM3
ENSMFAG00000040009	protein_coding	NANOS3
ENSMFAG00000040043	protein_coding	CACNA1A
ENSMFAG00000040065	protein_coding	CREB3L3
ENSMFAG00000040067	protein_coding	ZNF823
ENSMFAG00000040149	protein_coding	PTGER1
ENSMFAG00000040183	protein_coding	PLVAP
ENSMFAG00000040276	protein_coding	
ENSMFAG00000040299	protein_coding	DPP9
ENSMFAG00000040323	protein_coding	SWSAP1
ENSMFAG00000040330	protein_coding	CRB3
ENSMFAG00000040357	protein_coding	NDUFA7
ENSMFAG00000040368	protein_coding	KANK2
ENSMFAG00000040625	protein_coding	MAST3
ENSMFAG00000040691	miRNA	
ENSMFAG00000040737	protein_coding	JUND
ENSMFAG00000040740	protein_coding	CALR
ENSMFAG00000040772	protein_coding	ADAMTS10
ENSMFAG00000040787	protein_coding	ELAVL1
ENSMFAG00000040877	protein_coding	
ENSMFAG00000040888	protein_coding	S1PR4
ENSMFAG00000040924	protein_coding	KCNN1
ENSMFAG00000041094	protein_coding	
ENSMFAG00000041096	protein_coding	NOTCH3
ENSMFAG00000041123	protein_coding	CYP4F8
ENSMFAG00000041128	protein_coding	MAST1
ENSMFAG00000041230	protein_coding	ZSWIM4
ENSMFAG00000041268	protein_coding	C19H19orf66
ENSMFAG00000041280	pseudogene	
ENSMFAG00000041297	protein_coding	GNA11
ENSMFAG00000041375	protein_coding	
ENSMFAG00000041421	protein_coding	ZNF555
ENSMFAG00000041433	protein_coding	SSBP4
ENSMFAG00000041570	protein_coding	ANGPTL8
ENSMFAG00000041586	protein_coding	MPV17L2
ENSMFAG00000041609	protein_coding	INSR
ENSMFAG00000041654	protein_coding	LRG1
ENSMFAG00000041892	protein_coding	FCHO1
ENSMFAG00000041911	protein_coding	IL12RB1
ENSMFAG00000041927	protein_coding	ZNF653
ENSMFAG00000041951	protein_coding	FSD1
ENSMFAG00000042102	protein_coding	LDLR
ENSMFAG00000042121	protein_coding	RDH8
ENSMFAG00000042254	protein_coding	GADD45B
ENSMFAG00000042261	protein_coding	
ENSMFAG00000042314	protein_coding	DNAJB1
ENSMFAG00000042400	protein_coding	
ENSMFAG00000042424	protein_coding	FBXL12
ENSMFAG00000042430	protein_coding	
ENSMFAG00000042432	protein_coding	AKAP8
ENSMFAG00000042469	protein_coding	TPM4
ENSMFAG00000042501	protein_coding	GIPC1
ENSMFAG00000042620	protein_coding	
ENSMFAG00000042756	protein_coding	CCDC124
ENSMFAG00000042768	protein_coding	ZNF136
ENSMFAG00000042828	protein_coding	
ENSMFAG00000042854	protein_coding	
ENSMFAG00000042967	protein_coding	IQCN
ENSMFAG00000042986	protein_coding	MAN2B1
ENSMFAG00000043054	protein_coding	GIPC3
ENSMFAG00000043055	protein_coding	SYCE2
ENSMFAG00000043068	protein_coding	
ENSMFAG00000043093	protein_coding	
ENSMFAG00000043198	protein_coding	CYP4F22
ENSMFAG00000043266	protein_coding	NCLN
ENSMFAG00000043295	protein_coding	PODNL1
ENSMFAG00000043447	protein_coding	LONP1
ENSMFAG00000043465	protein_coding	ACER1
ENSMFAG00000043529	protein_coding	NDUFB7
ENSMFAG00000043558	protein_coding	CLEC17A
ENSMFAG00000043694	protein_coding	
ENSMFAG00000043719	protein_coding	RAX2
ENSMFAG00000043760	protein_coding	
ENSMFAG00000043810	protein_coding	ZNF44
ENSMFAG00000043889	protein_coding	
ENSMFAG00000043962	protein_coding	RPL18A
ENSMFAG00000043965	protein_coding	ZNF442
ENSMFAG00000043969	protein_coding	CC2D1A
ENSMFAG00000043985	protein_coding	COL5A3
ENSMFAG00000043998	protein_coding	ELOF1
ENSMFAG00000044015	protein_coding	APBA3
ENSMFAG00000044037	protein_coding	SH3GL1
ENSMFAG00000044044	protein_coding	IZUMO4
ENSMFAG00000044077	protein_coding	TRIR
ENSMFAG00000044117	protein_coding	
ENSMFAG00000044169	protein_coding	ARRDC5
ENSMFAG00000044174	protein_coding	DDX39A
ENSMFAG00000044196	protein_coding	CNN1
ENSMFAG00000044199	protein_coding	OCEL1
ENSMFAG00000044219	protein_coding	LMNB2
ENSMFAG00000044250	protein_coding	MRI1
ENSMFAG00000044263	protein_coding	ISYNA1
ENSMFAG00000044275	protein_coding	ZNF57
ENSMFAG00000044292	protein_coding	STXBP2
ENSMFAG00000044307	protein_coding	NR2F6
ENSMFAG00000044347	protein_coding	ASF1B
ENSMFAG00000044381	protein_coding	KEAP1
ENSMFAG00000044391	pseudogene	
ENSMFAG00000044404	protein_coding	CERS4
ENSMFAG00000044529	protein_coding	QTRT1
ENSMFAG00000044535	protein_coding	
ENSMFAG00000044572	protein_coding	LSM7
ENSMFAG00000044715	protein_coding	CAPS
ENSMFAG00000044718	pseudogene	
ENSMFAG00000044731	protein_coding	C3
ENSMFAG00000044766	protein_coding	PIP5K1C
ENSMFAG00000044770	protein_coding	TYK2
ENSMFAG00000044771	protein_coding	BABAM1
ENSMFAG00000044774	protein_coding	ELL
ENSMFAG00000044883	protein_coding	KLF1
ENSMFAG00000044907	protein_coding	ZNF441
ENSMFAG00000044973	protein_coding	HSD11B1L
ENSMFAG00000045052	protein_coding	ANKLE1
ENSMFAG00000045231	protein_coding	CASP14
ENSMFAG00000045237	protein_coding	AKAP8L
ENSMFAG00000045308	protein_coding	ACP5
ENSMFAG00000045354	protein_coding	
ENSMFAG00000045362	protein_coding	TMED1
ENSMFAG00000045394	protein_coding	
ENSMFAG00000045401	protein_coding	ZNF77
ENSMFAG00000045433	protein_coding	RASAL3
ENSMFAG00000045623	protein_coding	CATSPERD
ENSMFAG00000045656	protein_coding	PRAM1
ENSMFAG00000045795	protein_coding	ZNF554
ENSMFAG00000045931	protein_coding	EVI5L
ENSMFAG00000045938	protein_coding	SMIM7
ENSMFAG00000045978	protein_coding	ALKBH7
ENSMFAG00000045986	protein_coding	DNM2
ENSMFAG00000046023	protein_coding	FCER2
ENSMFAG00000046046	protein_coding	TSPAN16
ENSMFAG00000046119	protein_coding	PIAS4
ENSMFAG00000046127	protein_coding	BEST2
ENSMFAG00000046135	protein_coding	MYO9B
ENSMFAG00000046137	protein_coding	
ENSMFAG00000046257	protein_coding	CD209
ENSMFAG00000046360	protein_coding	KRI1
ENSMFAG00000046990	lincRNA	
ENSMFAG00000000033	protein_coding	ZNF708
ENSMFAG00000000061	protein_coding	
ENSMFAG00000000079	protein_coding	MEF2B
ENSMFAG00000000199	protein_coding	ZNF573
ENSMFAG00000000398	protein_coding	WDR87
ENSMFAG00000000473	protein_coding	LGALS4
ENSMFAG00000000505	protein_coding	ARMC6
ENSMFAG00000000900	protein_coding	ZFP36
ENSMFAG00000000930	protein_coding	ZNF567
ENSMFAG00000001196	protein_coding	SBSN
ENSMFAG00000001218	protein_coding	
ENSMFAG00000001307	protein_coding	CRLF1
ENSMFAG00000001318	protein_coding	
ENSMFAG00000001335	protein_coding	LRFN1
ENSMFAG00000001434	protein_coding	ZNF780B
ENSMFAG00000001525	protein_coding	ZNF790
ENSMFAG00000001570	protein_coding	CDCA8
ENSMFAG00000001612	protein_coding	ZNF461
ENSMFAG00000001684	protein_coding	CEP89
ENSMFAG00000001822	protein_coding	
ENSMFAG00000001832	protein_coding	
ENSMFAG00000001966	protein_coding	
ENSMFAG00000001988	protein_coding	HAUS5
ENSMFAG00000001998	protein_coding	
ENSMFAG00000002124	protein_coding	ITPKC
ENSMFAG00000002152	protein_coding	
ENSMFAG00000002286	protein_coding	SLC7A9
ENSMFAG00000002543	protein_coding	
ENSMFAG00000002651	protein_coding	
ENSMFAG00000002660	protein_coding	CCDC97
ENSMFAG00000002758	protein_coding	RBM42
ENSMFAG00000003085	protein_coding	
ENSMFAG00000003190	protein_coding	
ENSMFAG00000003243	protein_coding	AKT2
ENSMFAG00000003269	protein_coding	C19orf54
ENSMFAG00000003382	protein_coding	ZNF253
ENSMFAG00000003603	protein_coding	ZNF569
ENSMFAG00000003734	protein_coding	
ENSMFAG00000003746	protein_coding	
ENSMFAG00000003753	protein_coding	RFXANK
ENSMFAG00000003935	protein_coding	
ENSMFAG00000003947	protein_coding	
ENSMFAG00000003950	protein_coding	CD22
ENSMFAG00000004008	protein_coding	COMP
ENSMFAG00000004033	protein_coding	CAPN12
ENSMFAG00000004096	rRNA	RF00001
ENSMFAG00000004194	rRNA	RF00001
ENSMFAG00000004215	rRNA	RF00001
ENSMFAG00000004221	protein_coding	
ENSMFAG00000004237	rRNA	RF00001
ENSMFAG00000004258	misc_RNA	RF00019
ENSMFAG00000004272	rRNA	RF00001
ENSMFAG00000004290	rRNA	RF00001
ENSMFAG00000004318	rRNA	RF00001
ENSMFAG00000004338	rRNA	RF00001
ENSMFAG00000004356	rRNA	RF00001
ENSMFAG00000004674	rRNA	RF00001
ENSMFAG00000004696	rRNA	RF00001
ENSMFAG00000005154	snRNA	RF00026
ENSMFAG00000005194	rRNA	RF00001
ENSMFAG00000005227	rRNA	RF00001
ENSMFAG00000005244	rRNA	RF00001
ENSMFAG00000005273	rRNA	RF00001
ENSMFAG00000005677	protein_coding	
ENSMFAG00000005892	protein_coding	
ENSMFAG00000006057	protein_coding	
ENSMFAG00000006059	miRNA	
ENSMFAG00000006316	snRNA	RF00026
ENSMFAG00000006917	protein_coding	TM6SF2
ENSMFAG00000007052	misc_RNA	RF00019
ENSMFAG00000007111	protein_coding	NCCRP1
ENSMFAG00000007358	protein_coding	PLEKHF1
ENSMFAG00000007502	protein_coding	ZNF682
ENSMFAG00000007613	rRNA	RF00001
ENSMFAG00000007624	protein_coding	
ENSMFAG00000007655	misc_RNA	RF00017
ENSMFAG00000007950	snRNA	RF00026
ENSMFAG00000007967	rRNA	RF00002
ENSMFAG00000008061	rRNA	RF00001
ENSMFAG00000008072	rRNA	RF00002
ENSMFAG00000008263	rRNA	RF00001
ENSMFAG00000008384	rRNA	RF00002
ENSMFAG00000008948	misc_RNA	RF00019
ENSMFAG00000008969	rRNA	RF00001
ENSMFAG00000009215	miRNA	MIR640
ENSMFAG00000009354	misc_RNA	RF00017
ENSMFAG00000009500	protein_coding	CCER2
ENSMFAG00000009541	misc_RNA	RF00019
ENSMFAG00000009739	protein_coding	ZNF260
ENSMFAG00000009811	miRNA	
ENSMFAG00000009872	rRNA	RF00001
ENSMFAG00000009907	rRNA	RF00001
ENSMFAG00000009941	rRNA	RF00001
ENSMFAG00000009989	rRNA	RF00001
ENSMFAG00000010164	rRNA	RF00001
ENSMFAG00000010203	rRNA	RF00001
ENSMFAG00000010411	rRNA	RF00001
ENSMFAG00000010437	rRNA	RF00001
ENSMFAG00000010612	misc_RNA	RF00100
ENSMFAG00000010640	rRNA	RF00001
ENSMFAG00000010797	rRNA	RF00001
ENSMFAG00000010808	protein_coding	
ENSMFAG00000010831	rRNA	RF00001
ENSMFAG00000010871	rRNA	RF00001
ENSMFAG00000011035	protein_coding	
ENSMFAG00000011093	rRNA	RF00001
ENSMFAG00000011128	rRNA	RF00001
ENSMFAG00000011157	rRNA	RF00001
ENSMFAG00000011198	rRNA	RF00001
ENSMFAG00000011233	rRNA	RF00001
ENSMFAG00000011262	rRNA	RF00001
ENSMFAG00000011276	rRNA	RF00001
ENSMFAG00000011306	rRNA	RF00001
ENSMFAG00000011349	rRNA	RF00001
ENSMFAG00000011395	rRNA	RF00001
ENSMFAG00000011565	protein_coding	
ENSMFAG00000012410	rRNA	RF00001
ENSMFAG00000012554	misc_RNA	RF01518
ENSMFAG00000012626	miRNA	
ENSMFAG00000013009	miRNA	
ENSMFAG00000013224	protein_coding	ZNF146
ENSMFAG00000013729	misc_RNA	RF00019
ENSMFAG00000013893	misc_RNA	RF00017
ENSMFAG00000014467	protein_coding	WDR88
ENSMFAG00000014644	protein_coding	
ENSMFAG00000014657	misc_RNA	RF00017
ENSMFAG00000014884	miRNA	
ENSMFAG00000014904	protein_coding	FFAR1
ENSMFAG00000014953	misc_RNA	RF00017
ENSMFAG00000015168	snRNA	RF00026
ENSMFAG00000015193	protein_coding	SDHAF1
ENSMFAG00000015235	misc_RNA	RF00019
ENSMFAG00000015410	snRNA	RF00026
ENSMFAG00000015638	rRNA	RF00001
ENSMFAG00000015663	rRNA	RF00001
ENSMFAG00000015693	rRNA	RF00001
ENSMFAG00000015717	rRNA	RF00001
ENSMFAG00000016541	rRNA	RF00001
ENSMFAG00000017028	rRNA	RF00001
ENSMFAG00000017068	rRNA	RF00001
ENSMFAG00000017090	protein_coding	
ENSMFAG00000017114	rRNA	RF00001
ENSMFAG00000017339	rRNA	RF00001
ENSMFAG00000017383	rRNA	RF00001
ENSMFAG00000017421	rRNA	RF00001
ENSMFAG00000017573	rRNA	RF00001
ENSMFAG00000017597	rRNA	RF00001
ENSMFAG00000017599	rRNA	RF00001
ENSMFAG00000017631	rRNA	RF00001
ENSMFAG00000017637	rRNA	RF00001
ENSMFAG00000017657	rRNA	RF00001
ENSMFAG00000017660	rRNA	RF00001
ENSMFAG00000017694	rRNA	RF00001
ENSMFAG00000017697	rRNA	RF00001
ENSMFAG00000017733	rRNA	RF00001
ENSMFAG00000017734	rRNA	RF00001
ENSMFAG00000017754	rRNA	RF00001
ENSMFAG00000017777	protein_coding	
ENSMFAG00000017780	rRNA	RF00001
ENSMFAG00000017785	rRNA	RF00001
ENSMFAG00000017820	rRNA	RF00001
ENSMFAG00000017824	rRNA	RF00001
ENSMFAG00000017835	rRNA	RF00001
ENSMFAG00000017879	rRNA	RF00001
ENSMFAG00000017907	rRNA	RF00001
ENSMFAG00000017933	rRNA	RF00001
ENSMFAG00000017944	rRNA	RF00001
ENSMFAG00000017976	rRNA	RF00001
ENSMFAG00000017982	rRNA	RF00001
ENSMFAG00000018006	rRNA	RF00001
ENSMFAG00000018015	rRNA	RF00001
ENSMFAG00000018060	rRNA	RF00001
ENSMFAG00000018090	rRNA	RF00001
ENSMFAG00000018134	rRNA	RF00001
ENSMFAG00000018148	rRNA	RF00001
ENSMFAG00000018174	rRNA	RF00001
ENSMFAG00000018547	rRNA	RF00001
ENSMFAG00000018557	protein_coding	LGALS13
ENSMFAG00000018898	misc_RNA	RF00017
ENSMFAG00000018951	protein_coding	
ENSMFAG00000019057	rRNA	RF00001
ENSMFAG00000019089	rRNA	RF00001
ENSMFAG00000019135	rRNA	RF00001
ENSMFAG00000019171	rRNA	RF00001
ENSMFAG00000019202	rRNA	RF00001
ENSMFAG00000019231	rRNA	RF00001
ENSMFAG00000019273	rRNA	RF00001
ENSMFAG00000019306	rRNA	RF00001
ENSMFAG00000019336	rRNA	RF00001
ENSMFAG00000019369	rRNA	RF00001
ENSMFAG00000019407	rRNA	RF00001
ENSMFAG00000019444	rRNA	RF00001
ENSMFAG00000019466	rRNA	RF00001
ENSMFAG00000019497	rRNA	RF00001
ENSMFAG00000019520	rRNA	RF00001
ENSMFAG00000019561	rRNA	RF00001
ENSMFAG00000019604	rRNA	RF00001
ENSMFAG00000019649	rRNA	RF00001
ENSMFAG00000019678	protein_coding	LIN37
ENSMFAG00000019788	miRNA	
ENSMFAG00000020028	rRNA	RF00001
ENSMFAG00000020137	rRNA	RF00001
ENSMFAG00000020435	rRNA	RF00001
ENSMFAG00000020463	rRNA	RF00001
ENSMFAG00000021112	protein_coding	
ENSMFAG00000021341	misc_RNA	RF00017
ENSMFAG00000021476	snoRNA	RF00279
ENSMFAG00000021497	rRNA	RF00001
ENSMFAG00000021690	rRNA	RF00001
ENSMFAG00000021725	rRNA	RF00001
ENSMFAG00000021785	rRNA	RF00001
ENSMFAG00000021985	rRNA	RF00001
ENSMFAG00000022009	rRNA	RF00001
ENSMFAG00000022094	protein_coding	ZFP82
ENSMFAG00000022206	rRNA	RF00001
ENSMFAG00000022229	rRNA	RF00001
ENSMFAG00000022268	rRNA	RF00001
ENSMFAG00000022300	rRNA	RF00001
ENSMFAG00000022326	rRNA	RF00001
ENSMFAG00000022548	rRNA	RF00001
ENSMFAG00000022586	rRNA	RF00001
ENSMFAG00000022604	protein_coding	FFAR2
ENSMFAG00000022627	rRNA	RF00001
ENSMFAG00000023133	rRNA	RF00001
ENSMFAG00000023274	miRNA	
ENSMFAG00000023433	miRNA	
ENSMFAG00000023463	rRNA	RF00001
ENSMFAG00000023486	miRNA	
ENSMFAG00000023548	miRNA	
ENSMFAG00000024673	protein_coding	NUMBL
ENSMFAG00000026088	protein_coding	
ENSMFAG00000026283	protein_coding	PAK4
ENSMFAG00000028228	snoRNA	RF00263
ENSMFAG00000028649	protein_coding	
ENSMFAG00000028792	protein_coding	
ENSMFAG00000028924	protein_coding	C19orf47
ENSMFAG00000029606	protein_coding	POP4
ENSMFAG00000029816	protein_coding	HAPLN4
ENSMFAG00000030080	protein_coding	CEBPA
ENSMFAG00000030089	protein_coding	RGS9BP
ENSMFAG00000030110	protein_coding	CEBPG
ENSMFAG00000030179	protein_coding	
ENSMFAG00000030213	protein_coding	
ENSMFAG00000030329	protein_coding	ANKRD27
ENSMFAG00000030367	protein_coding	SERTAD1
ENSMFAG00000030429	protein_coding	
ENSMFAG00000030504	protein_coding	
ENSMFAG00000030511	protein_coding	ZNF568
ENSMFAG00000030765	protein_coding	
ENSMFAG00000030838	protein_coding	THAP8
ENSMFAG00000030842	protein_coding	
ENSMFAG00000030846	protein_coding	ZNF829
ENSMFAG00000031051	protein_coding	C1orf109
ENSMFAG00000031054	protein_coding	ZNF507
ENSMFAG00000031076	protein_coding	CHST8
ENSMFAG00000031118	protein_coding	B9D2
ENSMFAG00000031157	protein_coding	SUGP1
ENSMFAG00000031222	protein_coding	LTBP4
ENSMFAG00000031238	protein_coding	
ENSMFAG00000031315	protein_coding	PLD3
ENSMFAG00000031509	protein_coding	HOMER3
ENSMFAG00000031526	protein_coding	PROSER3
ENSMFAG00000031637	protein_coding	SPRED3
ENSMFAG00000031776	pseudogene	
ENSMFAG00000031916	protein_coding	ZNF726
ENSMFAG00000031948	protein_coding	PBX4
ENSMFAG00000032068	protein_coding	TMEM91
ENSMFAG00000032091	protein_coding	LRP3
ENSMFAG00000032204	protein_coding	PSMD8
ENSMFAG00000032441	protein_coding	SCN1B
ENSMFAG00000032482	protein_coding	
ENSMFAG00000032532	pseudogene	
ENSMFAG00000032755	protein_coding	BORCS8
ENSMFAG00000032786	protein_coding	
ENSMFAG00000032828	protein_coding	
ENSMFAG00000032870	protein_coding	KIRREL2
ENSMFAG00000032892	protein_coding	SYCN
ENSMFAG00000032919	protein_coding	ZNF571
ENSMFAG00000032940	protein_coding	KCNK6
ENSMFAG00000033196	protein_coding	GRAMD1A
ENSMFAG00000033349	protein_coding	
ENSMFAG00000033462	protein_coding	
ENSMFAG00000033573	rRNA	RF00001
ENSMFAG00000033604	protein_coding	TSHZ3
ENSMFAG00000033669	protein_coding	ACTN4
ENSMFAG00000033686	protein_coding	KRTDAP
ENSMFAG00000033840	protein_coding	ZNF431
ENSMFAG00000033936	protein_coding	PSENEN
ENSMFAG00000033962	protein_coding	EIF3K
ENSMFAG00000033982	protein_coding	
ENSMFAG00000034047	protein_coding	ARHGAP33
ENSMFAG00000034064	protein_coding	
ENSMFAG00000034102	protein_coding	YIF1B
ENSMFAG00000034114	protein_coding	ZBTB32
ENSMFAG00000034257	protein_coding	HNRNPUL1
ENSMFAG00000034301	protein_coding	ZNF728
ENSMFAG00000034358	protein_coding	FAM187B
ENSMFAG00000034374	protein_coding	
ENSMFAG00000034400	protein_coding	ZNF91
ENSMFAG00000034418	protein_coding	GPATCH1
ENSMFAG00000034420	protein_coding	HAMP
ENSMFAG00000034452	protein_coding	PEPD
ENSMFAG00000034571	protein_coding	SPTBN4
ENSMFAG00000034580	protein_coding	PSMC4
ENSMFAG00000034676	protein_coding	FKBP8
ENSMFAG00000034796	protein_coding	SERTAD3
ENSMFAG00000035382	protein_coding	
ENSMFAG00000035572	protein_coding	ZNF566
ENSMFAG00000035633	protein_coding	TTC9B
ENSMFAG00000035652	protein_coding	SARS2
ENSMFAG00000035753	protein_coding	SAMD4B
ENSMFAG00000035881	protein_coding	ZNF98
ENSMFAG00000035898	protein_coding	
ENSMFAG00000036111	protein_coding	
ENSMFAG00000036216	rRNA	RF00001
ENSMFAG00000036295	protein_coding	
ENSMFAG00000036432	protein_coding	RYR1
ENSMFAG00000036494	protein_coding	
ENSMFAG00000036505	protein_coding	
ENSMFAG00000036666	protein_coding	NFKBID
ENSMFAG00000036857	protein_coding	ZNF792
ENSMFAG00000036870	protein_coding	GMFG
ENSMFAG00000036932	protein_coding	UBA2
ENSMFAG00000036975	protein_coding	
ENSMFAG00000036986	protein_coding	
ENSMFAG00000036991	protein_coding	NFKBIB
ENSMFAG00000037028	protein_coding	CYP2B6
ENSMFAG00000037031	protein_coding	KMT2B
ENSMFAG00000037046	protein_coding	C19orf12
ENSMFAG00000037086	protein_coding	ZNF100
ENSMFAG00000037193	protein_coding	
ENSMFAG00000037242	protein_coding	ZNF738
ENSMFAG00000037243	protein_coding	ZNF430
ENSMFAG00000037343	protein_coding	CYP2A24
ENSMFAG00000037616	protein_coding	UPK1A
ENSMFAG00000037748	protein_coding	UPF1
ENSMFAG00000037754	protein_coding	GAPDHS
ENSMFAG00000037779	protein_coding	
ENSMFAG00000037792	protein_coding	SIPA1L3
ENSMFAG00000037807	protein_coding	
ENSMFAG00000037861	protein_coding	ZFP14
ENSMFAG00000037963	protein_coding	HCST
ENSMFAG00000037973	protein_coding	COX7A1
ENSMFAG00000038036	protein_coding	ATP4A
ENSMFAG00000038219	rRNA	RF00001
ENSMFAG00000038362	protein_coding	USF2
ENSMFAG00000038490	protein_coding	COQ8B
ENSMFAG00000038590	protein_coding	FBXO27
ENSMFAG00000038638	protein_coding	OVOL3
ENSMFAG00000038671	protein_coding	LSR
ENSMFAG00000038687	protein_coding	APLP1
ENSMFAG00000038699	protein_coding	TMEM147
ENSMFAG00000038707	protein_coding	SUPT5H
ENSMFAG00000038870	protein_coding	COPE
ENSMFAG00000039020	protein_coding	
ENSMFAG00000039035	protein_coding	
ENSMFAG00000039064	protein_coding	
ENSMFAG00000039103	protein_coding	
ENSMFAG00000039340	protein_coding	ZNF383
ENSMFAG00000039375	protein_coding	ZNF529
